,certif_AFNOR,certif_DHV,certif_EN,certif_MISC,certification,flat_AR,flat_area,flat_span,manufacturer,name,proj_AR,proj_area,proj_span,ptv_maxi,ptv_mini,size,source,weight,year
5750,,DHV_1,,,DHV_1,5.2,44.1,15.2,perche,vector,,,,220,145,BI,Para2000,10.4,1999
5751,,,,,,5.74,20.87,10.95,axis,vega,4.45,18.5,9.08,78,60,XS,Para2000,4.8,2003
5752,AFNOR_Standard,,,,AFNOR_Standard,5.74,23.26,11.56,axis,vega,4.45,20.6,9.58,92,70,S,Para2000,5.0,2003
5753,AFNOR_Standard,,,,AFNOR_Standard,5.74,25.77,12.17,axis,vega,4.45,22.9,10.09,110,85,M,Para2000,6.0,2003
5754,AFNOR_Standard,,,,AFNOR_Standard,5.74,28.96,12.9,axis,vega,4.45,25.7,10.69,130,100,L,Para2000,6.5,2003
5755,,,,,,5.74,32.93,13.75,axis,vega,4.45,29.17,11.41,170,125,XL,Para2000,7.0,2003
5756,,,,,,5.74,37.76,14.72,axis,vega,4.45,33.45,12.22,220,150,XXL,Para2000,8.0,2003
5757,,,C,,C,5.75,20.87,10.95,axis,vega2,4.4,18.21,8.96,80,60,XS,Para2000,4.9,2008
5758,,,B,,B,5.75,23.26,11.56,axis,vega2,4.4,20.29,9.45,95,70,S,Para2000,5.4,2007
5759,,,C,,C,5.75,25.77,12.17,axis,vega2,4.4,22.48,9.95,110,85,M,Para2000,5.9,2007
5760,,,C,,C,5.75,28.96,12.9,axis,vega2,4.4,25.26,10.55,130,100,L,Para2000,6.5,2007
5761,,,,,,5.75,32.91,13.75,axis,vega2,4.4,28.7,11.24,170,125,XL,Para2000,7.4,2008
5762,,,,,,5.9,21.34,11.22,axis,vega3,4.42,18.6,9.06,72,52,XS,Para2000,5.0,2010
5763,,,C,,C,5.9,23.24,11.71,axis,vega3,4.42,20.25,9.46,88,65,S,Para2000,5.8,2010
5764,,,C,,C,5.9,25.22,12.2,axis,vega3,4.42,21.97,9.85,105,80,M,Para2000,6.1,2010
5765,,,C,,C,5.9,27.28,12.69,axis,vega3,4.42,23.76,10.24,125,95,L,Para2000,6.4,2010
5766,,,,,,5.9,30.51,13.42,axis,vega3,4.42,26.58,10.84,150,118,XL,Para2000,7.0,2010
5767,,,,,,5.9,21.81,11.35,axis,vega4,4.42,19.0,9.16,80,60,XS,Para2000,5.4,2013
5768,,,C,,C,5.9,23.73,11.83,axis,vega4,4.42,20.67,9.55,95,75,S,Para2000,5.7,2013
5769,,,C,,C,5.9,25.22,12.2,axis,vega4,4.42,21.97,9.85,105,85,M,Para2000,5.9,2013
5770,,,C,,C,5.9,26.49,12.51,axis,vega4,4.42,23.08,10.1,115,95,ML,Para2000,6.1,2013
5771,,,,,,5.9,28.07,12.87,axis,vega4,4.42,24.45,10.39,130,105,XL,Para2000,6.4,2013
5772,,DHV_1,,,DHV_1,2.8,23.4,8.1,itv,vega10,,,,85,70,,Para2000,5.5,1989
5773,,,,,,3.1,19.0,7.7,itv,vega10,,,,65,50,85,Para2000,4.8,1990
5774,,,,,,3.1,22.0,8.3,itv,vega10,,,,75,60,92,Para2000,5.0,1990
5775,,DHV_1,,,DHV_1,3.1,26.05,9.0,itv,vega10,,,,95,78,100,Para2000,6.0,1989
5776,,,,,,3.1,28.7,9.8,itv,vega10,,,,100,90,105,Para2000,6.5,1989
5777,,,,,,3.2,29.0,9.5,itv,vega10,,,,110,90,,Para2000,5.8,1990
5778,,,,,,3.1,19.0,7.7,itv,vega11,,,,65,50,85,Para2000,4.8,1990
5779,,,,,,3.1,22.0,8.3,itv,vega11,,,,75,60,92,Para2000,5.0,1990
5780,,DHV_1,,,DHV_1,3.1,26.1,9.0,itv,vega11,,,,95,78,100,Para2000,6.0,1989
5781,,,,,,3.1,28.7,9.8,itv,vega11,,,,100,90,105,Para2000,6.5,1989
5782,,,,,,3.2,29.0,9.5,itv,vega12,,,,110,90,,Para2000,5.8,1990
5783,,,,,,5.9,39.4,15.25,axis,vegaduo,4.42,34.33,12.31,220,130,,Para2000,,2010
5784,AFNOR_Perf,,,,AFNOR_Perf,5.72,26.83,12.39,sol,vello,4.43,23.73,10.25,100,78,M,Para2000,6.4,1999
5785,AFNOR_Perf,,,,AFNOR_Perf,5.72,29.13,12.9,sol,vello,4.43,25.76,10.68,115,90,L,Para2000,7.0,1999
5786,,,,,,5.77,5.99,5.53,wingsofchange,velocity,4.72,5.53,5.41,35,25,6,Para2000,2.5,2006
5787,,,,,,5.77,8.2,6.72,wingsofchange,velocity,4.72,6.72,6.32,45,35,8,Para2000,2.7,2006
5788,,,,,,5.5,21.46,10.87,macpara,velvet,4.77,18.59,9.4,95,60,21,Para2000,6.1,2010
5789,,,D,,D,5.5,23.6,11.4,macpara,velvet,4.77,20.44,9.9,110,90,23,Para2000,6.4,2008
5790,,,D,,D,5.5,26.15,12.0,macpara,velvet,4.77,22.65,10.4,125,105,26,Para2000,6.7,2008
5791,,,D,,D,5.5,28.83,12.6,macpara,velvet,4.77,24.97,10.9,150,125,29,Para2000,6.9,2008
5792,,DHV_1,,,DHV_1,5.26,23.66,11.16,macpara,velvia,4.7,21.14,10.0,90,70,24,Para2000,4.2,2006
5793,,DHV_1,,,DHV_1,5.26,27.96,12.13,macpara,velvia,4.7,24.99,10.8,110,85,28,Para2000,4.5,2006
5794,,,,DUVL,DUVL,5.6,25.0,11.84,skywalk,venom,4.21,11.0,9.5,130,75,S,Para2000,6.1,2009
5795,,,,,,6.3,27.1,13.1,junkers,vento,5.3,25.2,11.6,100,80,27,Para2000,6.7,1994
5796,,,,,,6.2,28.4,13.3,junkers,vento,5.8,26.5,12.4,110,95,28,Para2000,7.5,1994
5797,AFNOR_Compet,,,,AFNOR_Compet,5.8,26.4,12.4,junkers,ventos,,,,90,70,26,Para2000,,1996
5798,AFNOR_Compet,,,,AFNOR_Compet,5.8,28.7,12.9,junkers,ventos,4.8,26.6,11.3,104,80,28,Para2000,7.0,1996
5799,,,,,,4.0,17.0,8.15,czwings,venturi,2.95,14.52,6.52,,,,Para2000,3.2,2009
5800,,,,,,2.8,24.0,8.2,paradelta,ventus,,,,110,80,10,Para2000,5.5,1987
5801,,,,,,3.1,26.0,9.0,paradelta,ventus,,,,120,90,11,Para2000,6.0,1987
5802,,,,,,2.5,19.0,7.4,polaris,ventus,,,,100,60,20,Para2000,4.5,1987
5803,,,,,,2.8,24.0,8.2,polaris,ventus,,,,110,80,24,Para2000,5.5,1987
5804,,DHV_3,,,DHV_3,5.45,28.0,12.35,swing,ventus,4.7,24.5,10.7,85,65,S,Para2000,6.0,1997
5805,,DHV_2,,,DHV_2,5.45,30.8,12.95,swing,ventus,4.7,27.0,11.4,110,80,M,Para2000,6.3,1997
5806,,DHV_2,,,DHV_2,5.45,33.3,13.4,swing,ventus,4.7,29.4,11.9,130,95,L,Para2000,6.6,1997
5807,AFNOR_Perf,,,,AFNOR_Perf,5.6,26.8,12.6,swing,ventus2,4.72,23.8,10.6,85,65,S,Para2000,6.4,1999
5808,,DHV_2,,,DHV_2,5.7,29.3,12.9,swing,ventus2,4.92,25.5,11.2,105,80,M,Para2000,6.8,1999
5809,,DHV_2,,,DHV_2,5.7,31.6,13.1,swing,ventus2,4.92,27.8,11.7,120,95,L,Para2000,7.2,1999
5810,,,,,,2.9,18.0,7.1,ventus,ventus,,,,75,55,18,Para2000,4.5,1988
5811,,,,,,2.9,20.0,7.5,ventus,ventus,,,,85,70,21,Para2000,5.0,1988
5812,,,,,,2.9,23.0,8.4,ventus,ventus,,,,110,90,24,Para2000,5.5,1988
5813,,,,,,3.0,42.0,11.2,ventus,ventus,,,,190,110,BI,Para2000,8.0,1989
5814,,,,,,5.94,20.9,11.14,axis,venus,4.77,18.43,9.38,80,60,XS,Para2000,5.9,2006
5815,,,,,,5.94,22.74,11.63,axis,venus,4.77,20.07,9.78,90,70,S,Para2000,6.4,2005
5816,,,,,,5.94,24.67,12.11,axis,venus,4.77,21.78,10.19,105,80,M,Para2000,6.9,2005
5817,,,,,,5.94,27.2,12.72,axis,venus,4.77,24.01,10.7,120,95,L,Para2000,7.5,2005
5818,,,,,,5.94,30.95,13.56,axis,venus,4.77,27.3,11.41,140,110,XL,Para2000,8.4,2005
5819,,,,,,6.3,21.24,11.56,axis,venus2,4.66,18.51,9.28,80,60,XS,Para2000,5.9,2008
5820,,,D,,D,6.3,23.12,12.07,axis,venus2,4.66,20.16,9.69,95,70,S,Para2000,6.4,2008
5821,,,D,,D,6.3,25.09,12.57,axis,venus2,4.66,21.87,10.09,110,80,M,Para2000,6.9,2008
5822,,,D,,D,6.3,27.14,13.07,axis,venus2,4.66,23.65,10.49,125,100,L,Para2000,7.5,2008
5823,,,,,,6.3,30.36,13.83,axis,venus2,4.66,26.46,11.1,145,115,XL,Para2000,8.4,2008
5824,,,,,,6.9,19.4,11.57,axis,venus3,4.94,16.7,9.1,70,50,XXS,Para2000,,2011
5825,,,D,,D,6.9,21.22,12.1,axis,venus3,4.94,18.16,9.47,80,60,XS,Para2000,5.6,2011
5826,,,D,,D,6.9,23.1,12.63,axis,venus3,4.94,19.77,9.88,95,70,S,Para2000,5.8,2011
5827,,,D,,D,6.9,25.07,13.15,axis,venus3,4.94,21.45,10.29,110,85,M,Para2000,6.1,2011
5828,,,D,,D,6.9,27.12,13.68,axis,venus3,4.94,23.2,10.7,125,100,L,Para2000,6.4,2011
5829,,,,,,6.9,30.33,14.47,axis,venus3,4.94,25.95,11.32,145,115,XL,Para2000,,2011
5830,,,,,,6.8,21.53,12.1,axis,venus4,4.9,18.1,9.41,75,55,XS,Para2000,4.5,2015
5831,,,,,,6.8,23.43,12.62,axis,venus4,4.9,19.7,9.82,90,65,S,Para2000,4.7,2014
5832,,,D,,D,6.8,25.42,13.15,axis,venus4,4.9,21.37,10.23,105,80,M,Para2000,4.9,2014
5833,,,D,,D,6.8,27.07,13.57,axis,venus4,4.9,22.8,10.56,120,95,L,Para2000,5.2,2014
5834,,,,,,6.8,29.1,14.07,axis,venus4,4.9,24.47,10.95,140,110,XL,Para2000,5.4,2015
5835,,,,,,3.4,21.4,8.6,lamouette,venus,,,,70,50,21,Para2000,5.0,1990
5836,,,,,,3.6,23.0,9.1,lamouette,venus,,,,80,70,23,Para2000,5.5,1990
5837,,,,,,,,,artwing,version,3.5,22.9,9.4,80,60,S,Para2000,6.0,1996
5838,,,,,,,,,artwing,version,3.7,25.0,10.0,95,60,M,Para2000,6.2,1996
5839,,,,,,,,,artwing,version,3.9,27.1,10.6,110,90,L,Para2000,6.4,1996
5840,,,,,,5.67,22.5,11.29,nova,vertex,4.36,19.89,9.32,75,55,20,Para2000,6.0,1997
5841,AFNOR_Compet,,,,AFNOR_Compet,5.67,24.62,11.81,nova,vertex,4.36,21.76,9.75,85,65,22,Para2000,6.5,1997
5842,AFNOR_Perf,DHV_2,,,DHV_2,5.67,26.83,12.33,nova,vertex,4.36,23.72,10.18,95,75,24,Para2000,7.0,1998
5843,AFNOR_Perf,DHV_2,,,DHV_2,5.67,29.13,12.85,nova,vertex,4.36,25.76,10.6,105,85,26,Para2000,7.5,1997
5844,,DHV_2,,,DHV_2,5.67,31.54,13.37,nova,vertex,4.36,27.88,11.03,130,95,28,Para2000,8.0,1998
5845,,,,,,2.5,21.3,7.3,adg,vertige,,,,80,60,9,Para2000,4.5,1988
5846,,,,,,2.7,23.4,8.0,adg,vertige,,,,90,70,10,Para2000,5.0,1988
5847,,,,,,2.6,36.5,9.1,gypaaile,vertige,,,,160,100,11,Para2000,7.5,1988
5848,,,,,,2.6,34.2,9.1,adg,vertigebi,,,,170,100,11,Para2000,7.0,1988
5849,,DHV_2,,,DHV_2,2.7,37.3,10.0,adg,vertigebi,,,,200,120,12,Para2000,7.5,1988
5850,,DHV_1,,,DHV_1,5.03,22.3,10.59,ozone,vibe,3.65,19.01,8.33,70,55,XS,Para2000,5.3,2002
5851,,DHV_1,,,DHV_1,5.03,24.17,11.02,ozone,vibe,3.65,20.6,8.67,80,70,S,Para2000,5.7,2002
5852,,DHV_1,,,DHV_1,5.03,25.84,11.4,ozone,vibe,3.65,22.03,8.97,90,80,MS,Para2000,6.0,2002
5853,,DHV_1,,,DHV_1,5.03,27.7,11.8,ozone,vibe,3.65,23.61,9.28,100,90,ML,Para2000,6.3,2002
5854,,DHV_1,,,DHV_1,5.03,29.56,12.19,ozone,vibe,3.65,25.2,9.59,115,100,L,Para2000,6.6,2002
5855,,DHV_1,,,DHV_1,5.03,31.9,12.66,ozone,vibe,3.65,27.19,9.96,131,115,XL,Para2000,6.8,2002
5856,,,,,,6.56,24.5,12.67,trekking,victory,,,,95,75,S,Para2000,5.2,1999
5857,,,,,,6.56,26.4,13.17,trekking,victory,,,,105,85,M,Para2000,5.4,1999
5858,,,,,,6.56,28.7,14.21,trekking,victory,,,,125,105,L,Para2000,5.6,1999
5859,AFNOR_Compet,,,,AFNOR_Compet,6.93,20.77,12.0,trekking,victoryspeed,5.44,19.0,10.17,85,70,S,Para2000,6.8,1999
5860,AFNOR_Compet,,,,AFNOR_Compet,6.93,22.16,12.39,trekking,victoryspeed,5.44,20.27,10.51,105,85,M,Para2000,7.1,1999
5861,AFNOR_Compet,,,,AFNOR_Compet,6.93,24.22,12.96,trekking,victoryspeed,5.44,22.14,10.98,125,105,L,Para2000,7.5,1999
5862,,,,,,4.6,28.1,11.3,airmasters,viktoria,4.1,25.5,10.3,90,70,28,Para2000,,1996
5863,,,,,,4.8,29.8,11.9,airmasters,viktoria,4.2,26.7,10.7,105,80,30,Para2000,,1996
5864,,DHV_3,,,DHV_3,3.1,20.1,7.9,condor,vip,,,,85,65,1,Para2000,4.8,1988
5865,,DHV_3,,,DHV_3,3.6,24.0,9.3,condor,vip,,,,110,80,2,Para2000,5.2,1988
5866,,,,,,4.77,22.33,10.32,dudek,vip,3.86,20.32,8.88,65,45,22,Para2000,,1998
5867,,,,,,4.77,24.37,10.78,dudek,vip,3.86,22.18,9.26,80,50,24,Para2000,,1997
5868,AFNOR_Standard,,,,AFNOR_Standard,4.77,27.4,11.42,dudek,vip,3.86,24.86,9.78,105,80,27,Para2000,5.9,1997
5869,,,,,,4.77,30.43,12.05,dudek,vip,3.86,27.72,11.42,125,90,30,Para2000,,1997
5870,,,,,,5.0,26.5,11.5,dynamic,viper,,,,85,65,M,Para2000,,1998
5871,,,,,,5.2,28.6,12.2,dynamic,viper,,,,100,80,L,Para2000,,1998
5872,,,,,,5.5,30.5,12.9,dynamic,viper,,,,115,95,XL,Para2000,,1998
5873,,,,,,4.7,27.4,11.4,moskito,viper,,,,90,65,27,Para2000,5.6,1997
5874,,DHV_2,,,DHV_2,5.0,29.2,12.1,moskito,viper,,,,110,80,29,Para2000,6.1,1997
5875,,DHV_2,,,DHV_2,5.9,27.8,12.8,perche,viper,,,,105,80,M,Para2000,,1998
5876,,DHV_2,,,DHV_2,5.9,30.8,13.5,perche,viper,,,,125,95,L,Para2000,8.3,1998
5877,,,,,,,,,trekking,viper,,,,,,S,Para2000,,2006
5878,,,,,,,,,trekking,viper,,,,,,M,Para2000,,2006
5879,,,,,,,,,trekking,viper,,,,,,L,Para2000,,2006
5880,,,,Load,Load,6.11,24.5,12.24,ozone,viper,4.54,21.0,9.78,115,80,24,Para2000,5.4,2007
5881,,,,Load,Load,6.11,27.5,12.97,ozone,viper,4.54,23.6,10.36,140,100,27,Para2000,5.9,2007
5882,,,,,,5.9,20.0,10.9,ozone,viper2,4.4,17.2,8.7,,,20,Para2000,5.2,2010
5883,,,C,,C,5.9,24.0,11.9,ozone,viper2,4.4,20.7,9.5,105,80,24,Para2000,5.5,2009
5884,,,C,,C,5.9,26.0,12.4,ozone,viper2,4.4,22.4,9.9,120,95,26,Para2000,5.8,2009
5885,,,C,,C,5.9,28.0,12.9,ozone,viper2,4.4,24.1,10.3,140,110,28,Para2000,6.2,2009
5886,,,,,,5.98,20.0,10.94,ozone,viper3,4.45,17.1,8.72,85,65,20,Para2000,4.7,2014
5887,,,,,,5.98,22.0,11.47,ozone,viper3,4.45,18.8,9.14,95,75,22,Para2000,5.1,2014
5888,,,,,,5.98,24.0,11.98,ozone,viper3,4.45,20.5,9.55,105,85,24,Para2000,5.5,2014
5889,,,,,,5.98,26.0,12.47,ozone,viper3,4.45,22.2,9.94,115,95,26,Para2000,5.9,2014
5890,,,,,,5.8,14.0,9.01,ozone,viper4,4.3,12.0,7.18,90,55,14,Para2000,3.3,2016
5891,,,,,,5.8,15.0,9.33,ozone,viper4,4.3,12.8,7.44,90,55,15,Para2000,3.5,2016
5892,,,,,,5.8,16.0,9.64,ozone,viper4,4.3,13.7,7.68,90,55,16,Para2000,3.6,2016
5893,,,,,,5.8,18.0,10.22,ozone,viper4,4.3,15.4,8.14,95,65,18,Para2000,4.1,2016
5894,,,,,,5.8,20.0,10.77,ozone,viper4,4.3,17.1,8.59,105,75,20,Para2000,4.3,2016
5895,,,,,,5.8,22.0,11.3,ozone,viper4,4.3,18.8,9.0,115,85,22,Para2000,4.6,2016
5896,,,,,,5.8,24.0,11.8,ozone,viper4,4.3,20.5,9.41,125,95,24,Para2000,4.8,2016
5897,,,,,,5.48,25.0,11.7,aeros,virtuoso,4.13,21.55,9.43,85,65,25,Para2000,,2000
5898,AFNOR_Standard,,,,AFNOR_Standard,5.48,27.5,12.27,aeros,virtuoso,4.13,23.71,9.89,95,75,27,Para2000,,2000
5899,AFNOR_Standard,,,,AFNOR_Standard,5.48,30.4,12.9,aeros,virtuoso,4.13,26.2,10.4,105,85,30,Para2000,,2000
5900,,,,,,5.48,32.0,13.24,aeros,virtuoso,4.13,27.58,10.67,130,100,32,Para2000,,2000
5901,,,,,,4.63,26.62,11.1,macpara,vision,3.8,24.0,9.55,78,60,25,Para2000,5.8,1994
5902,AFNOR_Perf,,,,AFNOR_Perf,4.89,29.46,12.0,macpara,vision,4.11,26.85,10.5,90,77,27,Para2000,5.9,1994
5903,AFNOR_Perf,,,,AFNOR_Perf,5.17,32.3,12.92,macpara,vision,4.45,29.5,11.45,110,83,29,Para2000,6.2,1994
5904,,,,,,5.45,35.15,13.85,macpara,vision,4.76,32.35,12.4,128,96,31,Para2000,6.5,1994
5905,,DHV_2,,,DHV_2,4.6,28.2,11.2,up,vision,3.3,24.7,9.0,78,60,S,Para2000,6.0,1994
5906,,DHV_2,,,DHV_2,4.67,30.3,11.9,up,vision,3.5,26.5,9.6,98,75,M,Para2000,6.2,1994
5907,,DHV_2,,,DHV_2,4.9,32.4,12.6,up,vision,3.68,28.3,10.2,117,90,L,Para2000,6.4,1994
5908,,,,,,5.09,28.3,12.0,macpara,visionc,4.68,25.8,10.98,90,75,26,Para2000,5.8,1995
5909,,,,,,5.38,31.0,12.9,macpara,visionc,4.98,28.5,11.91,110,90,28,Para2000,6.0,1995
5910,,,,,,5.64,34.0,13.85,macpara,visionc,5.21,31.2,12.75,130,105,31,Para2000,6.3,1994
5911,AFNOR_Standard,,,,AFNOR_Standard,4.9,23.3,10.69,up,visionclassic,4.0,21.2,9.21,78,60,XS,Para2000,,1997
5912,AFNOR_Standard,DHV_1,,,DHV_1,4.9,26.2,11.33,up,visionclassic,4.0,23.8,9.76,90,70,S,Para2000,,1997
5913,AFNOR_Standard,DHV_1,,,DHV_1,4.9,29.4,12.0,up,visionclassic,4.0,26.8,10.35,110,85,M,Para2000,,1997
5914,AFNOR_Standard,DHV_1,,,DHV_1,4.9,32.3,12.6,up,visionclassic,4.0,29.4,10.9,130,100,L,Para2000,,1997
5915,,,,,,5.1,25.6,11.42,apco,vista,3.9,22.3,9.31,80,55,XS,Para2000,6.0,2007
5916,,DHV_1,,,DHV_1,5.2,26.5,11.75,apco,vista,4.0,23.2,9.64,95,70,S,Para2000,6.2,2007
5917,,DHV_1,,,DHV_1,5.4,28.3,12.4,apco,vista,4.2,25.0,10.3,110,85,M,Para2000,6.5,2007
5918,,DHV_1,,,DHV_1,5.6,30.1,13.05,apco,vista,4.5,26.8,10.96,125,100,L,Para2000,6.7,2007
5919,,,,,,5.15,25.4,11.43,apco,vista2,3.76,21.9,9.07,80,55,XS,Para2000,5.7,2011
5920,,,B,,B,5.15,26.3,11.64,apco,vista2,3.82,22.7,9.31,95,75,S,Para2000,6.1,2011
5921,,,B,,B,5.35,28.0,12.24,apco,vista2,3.97,24.2,9.79,110,90,M,Para2000,6.5,2011
5922,,,B,,B,5.55,29.7,12.84,apco,vista2,4.1,25.7,10.27,130,105,L,Para2000,6.9,2011
5923,,,B,,B,5.3,24.8,11.43,apco,vista3,3.77,21.28,9.1,80,55,XS,Para2000,5.2,2015
5924,,,B,,B,5.4,25.7,11.76,apco,vista3,3.98,22.05,9.36,95,75,S,Para2000,5.4,2015
5925,,,B,,B,5.6,27.5,12.41,apco,vista3,4.13,23.59,9.87,110,90,M,Para2000,5.7,2015
5926,,,B,,B,5.8,29.3,13.06,apco,vista3,4.37,25.13,10.38,130,105,L,Para2000,6.0,2015
5927,,,B,,B,5.2,23.3,11.02,apco,vistahp,4.0,20.4,9.02,100,70,S,Para2000,5.7,2009
5928,,,C,,C,5.4,24.9,11.63,apco,vistahp,4.2,22.0,9.64,120,85,M,Para2000,5.9,2009
5929,,,,,,5.0,42.0,14.49,nirvana,vista,3.66,36.49,11.58,200,150,,Para2000,10.0,2006
5930,,,B,,B,5.37,23.0,11.1,airdesign,vita,3.86,19.56,8.68,75,60,XS,Para2000,5.0,2011
5931,,,B,,B,5.37,25.79,11.76,airdesign,vita,3.86,21.97,9.2,90,70,S,Para2000,5.4,2011
5932,,,B,,B,5.37,28.2,12.31,airdesign,vita,3.86,24.01,9.63,105,85,M,Para2000,5.8,2011
5933,,,B,,B,5.37,30.42,12.78,airdesign,vita,3.86,25.91,10.0,125,100,L,Para2000,6.2,2011
5934,,,,,,4.81,25.0,10.97,aeros,vitamin,3.56,21.87,8.32,80,60,25,Para2000,,2004
5935,AFNOR_Standard,,,,AFNOR_Standard,4.81,26.75,11.34,aeros,vitamin,3.56,23.41,9.13,90,70,27,Para2000,,2001
5936,AFNOR_Standard,,,,AFNOR_Standard,4.81,29.43,11.9,aeros,vitamin,3.56,25.75,9.57,105,85,30,Para2000,,2001
5937,AFNOR_Standard,,,,AFNOR_Standard,4.81,32.0,12.41,aeros,vitamin,3.56,28.0,9.98,125,100,32,Para2000,,2002
5938,,,,,,4.81,38.0,13.52,aeros,vitamin,3.56,33.25,10.88,180,130,38,Para2000,,2004
5939,,,,,,4.81,25.0,10.97,aeros,vitamin,3.56,21.87,8.32,80,60,25,Para2000,,2004
5940,AFNOR_Standard,,,,AFNOR_Standard,4.81,26.75,11.34,aeros,vitamin,3.56,23.41,9.13,90,70,27,Para2000,,2001
5941,AFNOR_Standard,,,,AFNOR_Standard,4.81,29.43,11.9,aeros,vitamin,3.56,25.75,9.57,105,85,30,Para2000,,2001
5942,AFNOR_Standard,,,,AFNOR_Standard,4.81,32.0,12.41,aeros,vitamin,3.56,28.0,9.98,125,100,32,Para2000,,2002
5943,,,,,,4.81,38.0,13.52,aeros,vitamin,3.56,33.25,10.88,180,130,38,Para2000,,2004
5944,,,,,,4.5,25.4,11.1,decollage,viva,3.4,22.1,8.9,75,55,S,Para2000,6.0,1995
5945,,,,,,4.5,28.5,11.5,decollage,viva,3.4,24.8,9.3,90,70,M,Para2000,6.8,1995
5946,,,,,,4.5,26.7,11.0,decollage,vivaeco,3.4,23.5,8.9,83,63,S,Para2000,5.6,1995
5947,,,,,,4.5,28.8,11.4,decollage,vivaeco,3.4,25.0,9.2,93,73,M,Para2000,5.9,1995
5948,,,,,,4.5,26.7,11.0,swingup,caligo,3.4,23.5,8.9,83,63,25,Para2000,5.6,1995
5949,,,,,,4.5,28.8,11.4,swingup,caligo,3.4,25.0,9.2,93,73,28,Para2000,5.9,1995
5950,,,,,,5.0,25.7,11.3,perche,vmax,,,,95,70,M,Para2000,6.5,1996
5951,,DHV_3,,,DHV_3,5.3,28.7,12.3,perche,vmax,,,,110,85,L,Para2000,6.8,1996
5952,,DHV_3,,,DHV_3,5.5,31.2,13.1,perche,vmax,,,,120,95,XL,Para2000,7.1,1996
5953,,,,,,5.5,19.1,10.2,itv,v-max,,,,65,50,S,Para2000,5.1,2013
5954,,,,,,5.5,22.0,11.0,itv,v-max,,,,85,65,M,Para2000,5.4,2013
5955,,,,,,5.5,25.0,11.7,itv,v-max,,,,105,80,L,Para2000,5.6,2012
5956,,,,,,5.5,25.0,11.8,angel,voice,,,,85,70,260,Para2000,,1996
5957,,,,,,5.5,28.0,12.9,angel,voice,,,,105,80,280,Para2000,7.5,1996
5958,,,,,,5.7,31.0,13.2,angel,voice,,,,120,100,300,Para2000,8.0,1996
5959,,,C,,C,6.2,21.2,11.47,airdesign,volt,4.47,18.01,8.98,75,60,XS,Para2000,5.1,2013
5960,,,C,,C,6.2,23.07,11.96,airdesign,volt,4.47,19.59,9.36,85,70,S,Para2000,5.7,2012
5961,,,C,,C,6.2,24.79,12.4,airdesign,volt,4.47,21.05,9.71,95,80,SM,Para2000,6.0,2012
5962,,,C,,C,6.2,26.39,12.79,airdesign,volt,4.47,22.41,10.01,105,90,M,Para2000,6.3,2012
5963,,,C,,C,6.2,28.57,13.31,airdesign,volt,4.47,24.26,10.42,125,100,L,Para2000,6.6,2012
5964,,,,,,6.2,31.15,13.9,airdesign,volt,4.47,26.45,10.88,145,120,XL,Para2000,7.2,2013
5965,AFNOR_Biplace,,,,AFNOR_Biplace,5.1,40.2,14.3,caliptair,walibis,,,,210,140,,Para2000,8.9,2000
5966,AFNOR_Biplace,,,,AFNOR_Biplace,5.1,40.23,14.31,sky,golem,,,,210,140,40,Para2000,9.8,2000
5967,AFNOR_Biplace,,,,AFNOR_Biplace,5.1,40.2,14.3,caliptair,walibis,,,,210,140,,Para2000,8.9,2000
5968,,,,,,4.6,44.5,14.3,customsail,wallis,,,,190,130,44,Para2000,8.0,1994
5969,,,,,,5.52,25.0,11.8,paraavis,warrior,,,,110,80,25,Para2000,,1997
5970,,,,,,5.52,27.8,12.2,paraavis,warrior,,,,110,80,28,Para2000,,1997
5971,,,,,,5.52,31.0,13.2,paraavis,warrior,,,,130,100,31,Para2000,,1997
5972,,,B,,B,4.87,25.16,11.07,bgd,wasp,3.57,21.59,8.73,85,65,S,Para2000,4.8,2013
5973,,,B,,B,4.87,27.3,11.53,bgd,wasp,3.57,23.43,9.09,105,80,M,Para2000,5.2,2013
5974,,,B,,B,4.87,29.53,11.99,bgd,wasp,3.57,25.34,9.45,120,100,L,Para2000,5.6,2013
5975,,,,,,5.3,24.9,11.44,element,water,3.9,21.2,9.13,90,80,S,Para2000,5.5,2010
5976,,,,,,5.3,26.9,11.9,element,water,3.9,22.9,9.5,105,85,M,Para2000,5.8,2010
5977,,,,,,5.3,29.1,12.4,element,water,3.9,24.8,9.9,120,100,L,Para2000,6.2,2010
5978,,,,,,5.5,25.0,11.7,element,water2,4.1,21.4,9.4,95,75,S,Para2000,5.5,2012
5979,,,,,,5.5,27.0,12.18,element,water2,4.1,23.1,9.72,105,85,SM,Para2000,5.8,2013
5980,,,,,,5.5,28.0,12.4,element,water2,4.1,24.0,9.9,110,90,M,Para2000,6.0,2012
5981,,,,,,5.5,29.5,12.7,element,water2,4.1,25.3,10.2,125,100,ML,Para2000,6.2,2013
5982,,,,,,5.5,30.8,13.0,element,water2,4.1,26.4,10.4,135,105,L,Para2000,6.4,2012
5983,,DHV_1,,,DHV_1,5.23,24.94,11.4,airwave,wave,4.4,21.2,9.6,85,65,S,Para2000,6.4,2003
5984,,DHV_1,,,DHV_1,5.23,27.06,11.9,airwave,wave,4.4,23.2,10.1,100,80,M,Para2000,6.9,2003
