,certif_AFNOR,certif_DHV,certif_EN,certif_MISC,certification,flat_AR,flat_area,flat_span,manufacturer,name,proj_AR,proj_area,proj_span,ptv_maxi,ptv_mini,size,source,weight,year
2246,,DHV_1,,,DHV_1,4.7,26.17,11.09,sky,fides2,3.46,23.0,8.92,105,82,M,Para2000,4.8,2005
2247,,DHV_1,,,DHV_1,4.7,28.3,11.54,sky,fides2,3.46,24.87,9.28,130,100,L,Para2000,5.1,2005
2248,,,B,,B,4.7,20.67,9.86,sky,fides2evo,3.46,18.17,7.93,70,48,XXS,Para2000,4.0,2007
2249,,,B,,B,4.7,22.36,10.25,sky,fides2evo,3.46,19.65,8.24,74,56,XS,Para2000,4.3,2007
2250,,,B,,B,4.7,24.19,10.66,sky,fides2evo,3.46,21.26,8.57,90,69,S,Para2000,4.5,2007
2251,,,B,,B,4.7,26.17,11.09,sky,fides2evo,3.46,23.0,8.92,105,82,M,Para2000,4.8,2007
2252,,,B,,B,4.7,28.3,11.54,sky,fides2evo,3.46,24.87,9.28,130,100,L,Para2000,5.1,2007
2253,,,A,,A,4.7,23.11,10.42,sky,fides3,3.33,20.51,8.27,82,58,S,Para2000,4.0,2011
2254,,,A,,A,4.7,25.0,10.84,sky,fides3,3.33,22.19,8.6,97,73,M,Para2000,4.2,2011
2255,,,A,,A,4.7,26.91,11.25,sky,fides3,3.33,23.89,8.92,112,88,L,Para2000,4.5,2011
2256,,,A,,A,4.7,29.11,11.7,sky,fides3,3.33,25.84,9.28,130,102,XL,Para2000,4.8,2011
2257,,,A,,A,4.7,23.11,10.42,sky,fides4,3.33,20.51,8.27,82,58,S,Para2000,4.2,2012
2258,,,A,,A,4.7,25.0,10.84,sky,fides4,3.33,22.19,8.6,97,73,M,Para2000,4.4,2012
2259,,,A,,A,4.7,26.91,11.25,sky,fides4,3.33,23.89,8.92,112,88,L,Para2000,4.7,2012
2260,,,A,,A,4.7,29.11,11.7,sky,fides4,3.33,25.84,9.28,130,102,XL,Para2000,5.0,2012
2261,,,A,,A,4.72,23.3,10.49,sky,fides5,3.35,20.68,8.32,82,58,S,Para2000,4.2,2015
2262,,,A,,A,4.72,25.2,10.91,sky,fides5,3.35,22.37,8.65,97,73,M,Para2000,4.5,2015
2263,,,A,,A,4.72,27.13,11.32,sky,fides5,3.35,24.08,8.98,112,88,L,Para2000,4.8,2015
2264,,,A,,A,4.72,29.34,11.77,sky,fides5,3.35,26.05,9.33,130,102,XL,Para2000,5.1,2015
2265,,,,,,4.5,24.0,10.4,customsail,fidji,,,,75,60,60,Para2000,6.0,1995
2266,AFNOR_Perf,,,,AFNOR_Perf,4.6,26.0,11.0,customsail,fidji,,,,95,75,75,Para2000,7.0,1995
2267,AFNOR_Perf,,,,AFNOR_Perf,4.7,29.0,11.6,customsail,fidji,,,,110,90,90,Para2000,7.5,1995
2268,AFNOR_Perf,,,,AFNOR_Perf,4.7,30.0,11.9,customsail,fidji,,,,130,105,110,Para2000,8.0,1995
2269,AFNOR_Standard,,,,AFNOR_Standard,4.8,26.2,11.2,apco,fiesta,3.6,23.4,9.2,79,63,XS,Para2000,6.4,2000
2270,AFNOR_Standard,DHV_1,,,DHV_1,4.91,27.21,11.56,apco,fiesta,3.79,24.22,9.59,90,73,S,Para2000,6.6,1999
2271,AFNOR_Standard,DHV_1,,,DHV_1,5.12,29.2,12.23,apco,fiesta,3.93,25.81,10.07,105,85,M,Para2000,6.9,1999
2272,AFNOR_Standard,DHV_1,,,DHV_1,5.33,31.2,12.9,apco,fiesta,4.1,27.66,10.65,120,100,L,Para2000,7.2,1999
2273,,DHV_1,,,DHV_1,4.91,43.0,14.5,apco,fiesta,3.79,38.2,12.1,220,140,BI,Para2000,9.1,2001
2274,AFNOR_Standard,,,,AFNOR_Standard,4.91,27.21,11.65,apco,fiestalight,3.79,24.22,9.59,90,73,S,Para2000,4.2,2000
2275,AFNOR_Standard,,,,AFNOR_Standard,5.12,29.2,12.23,apco,fiestalight,3.93,25.81,10.07,105,85,M,Para2000,4.5,2000
2276,,DHV_2,,,DHV_2,4.7,29.2,11.7,deltafly,finesse,,,,105,65,29,Para2000,6.0,1993
2277,,,,,,4.7,31.0,12.1,deltafly,finesse,,,,125,75,31,Para2000,6.5,1994
2278,,DHV_1,,,DHV_1,2.2,21.0,6.5,parachutesdef,finesse4,,,,90,60,,Para2000,3.5,1982
2279,,,,,,4.4,41.4,13.5,deltafly,finesseduo,,,,220,120,,Para2000,9.5,1996
2280,,DHV_2,,,DHV_2,5.6,30.2,13.04,deltafly,finesseplus,4.66,27.9,11.4,120,85,,Para2000,6.5,1996
2281,,,,,,7.2,23.75,13.03,element,fire,5.5,20.4,10.6,105,85,23.7,Para2000,6.0,2007
2282,,,,,,7.2,25.1,13.4,element,fire,5.5,21.6,10.9,115,95,25,Para2000,6.0,2007
2283,,,,,,7.55,23.5,13.3,element,fire2,5.5,20.2,10.5,100,90,23.5,Para2000,6.7,2009
2284,,,,,,7.55,25.6,13.9,element,fire2,5.5,22.0,11.0,115,100,25.5,Para2000,7.3,2008
2285,,,,Load,Load,7.55,29.5,14.9,element,fire2,5.5,25.3,11.8,135,115,29.5,Para2000,8.2,2008
2286,,,,,,7.65,21.5,12.83,element,fire3,5.83,18.2,10.3,95,85,S,Para2000,5.5,2011
2287,,,,,,7.65,23.2,13.32,element,fire3,5.83,19.6,10.69,105,95,M,Para2000,6.0,2011
2288,,,,,,7.65,25.8,14.05,element,fire3,5.83,21.8,11.28,120,105,L,Para2000,6.5,2011
2289,,,,,,7.65,28.3,14.71,element,fire3,5.83,23.9,11.81,135,120,XL,Para2000,7.0,2011
2290,,,,,,3.7,15.61,7.6,ozone,firefly,2.9,14.2,6.4,,,16,Para2000,3.4,2011
2291,,,,,,3.7,15.61,7.6,ozone,firefly2,2.9,14.2,6.4,,,16,Para2000,3.4,2013
2292,,,,,,3.63,16.0,7.62,ozone,firefly3,2.94,14.2,6.46,,,16,Para2000,2.9,2015
2293,,,,,,3.63,18.0,8.08,ozone,firefly3,2.94,15.9,6.85,,,18,Para2000,3.3,2015
2294,,,,,,3.7,24.0,9.4,angel,first,,,,80,55,S,Para2000,5.2,1996
2295,,,,,,3.9,27.0,10.3,angel,first,,,,100,75,M,Para2000,5.8,1996
2296,,,,,,2.4,20.5,7.2,bls,first,,,,70,55,205,Para2000,4.5,1989
2297,,,,,,2.5,23.3,7.7,bls,first,,,,85,65,230,Para2000,5.0,1989
2298,AFNOR_Standard,,,,AFNOR_Standard,3.9,24.0,9.7,bluephoenix,first,,,,80,60,S,Para2000,5.8,1994
2299,AFNOR_Standard,,,,AFNOR_Standard,3.9,28.0,10.5,bluephoenix,first,,,,95,75,M,Para2000,6.0,1994
2300,AFNOR_Standard,,,,AFNOR_Standard,3.9,32.0,11.3,bluephoenix,first,,,,115,90,L,Para2000,6.2,1994
2301,,DHV_1,A,,A,4.33,24.88,10.39,firebird,f1rst,3.11,21.46,8.17,85,65,S,Para2000,4.5,2008
2302,,DHV_1,A,,A,4.33,27.0,10.82,firebird,f1rst,3.11,23.29,8.51,105,80,M,Para2000,5.5,2008
2303,,DHV_1,A,,A,4.33,29.2,11.25,firebird,f1rst,3.11,25.19,8.85,125,100,L,Para2000,5.8,2008
2304,,,,,,4.1,26.1,10.3,airslide,fitness,,,,80,60,24,Para2000,6.0,1992
2305,,,,,,4.4,29.5,11.4,airslide,fitness,,,,110,85,27,Para2000,7.0,1993
2306,,,B,,B,4.63,37.2,13.12,nervures,fitzroy,3.5,32.6,10.71,200,105,37,Para2000,5.0,2016
2307,,DHV_3,,,DHV_3,3.7,21.0,8.8,inferno,inferno5,,,,90,65, ,Para2000,5.8,1988
2308,,DHV_3,,,DHV_3,3.7,25.0,9.6,inferno,inferno5,,,,115,80,PLUS,Para2000,6.0,1988
2309,AFNOR_Standard,DHV_1,,,DHV_1,5.1,23.9,11.1,freex,flair,4.5,20.9,9.7,78,60,S,Para2000,5.5,1998
2310,AFNOR_Standard,DHV_1,,,DHV_1,5.1,27.6,11.9,freex,flair,4.5,24.0,10.3,100,78,M,Para2000,6.5,1998
2311,,DHV_1,,,DHV_1,5.1,31.2,12.6,freex,flair,4.5,27.2,11.0,130,100,L,Para2000,7.5,1998
2312,AFNOR_Perf,DHV_2,,,DHV_2,5.09,26.42,11.59,firebird,flame,4.0,23.43,9.7,85,65,M,Para2000,5.8,1997
2313,AFNOR_Standard,DHV_2,,,DHV_2,5.09,28.52,12.05,firebird,flame,4.0,25.32,10.0,100,80,L,Para2000,6.3,1997
2314,AFNOR_Standard,DHV_2,,,DHV_2,5.09,30.55,12.47,firebird,flame,4.0,27.09,10.4,120,95,XL,Para2000,6.8,1997
2315,,,,,,6.4,23.56,12.28,sky,flare,,,,100,80,24,Para2000,5.7,2001
2316,,,,,,6.4,26.16,12.94,sky,flare,,,,115,95,26,Para2000,5.9,2001
2317,,,,,,6.4,28.9,13.6,sky,flare,,,,130,110,29,Para2000,6.1,2001
2318,,DHV_3,,,DHV_3,3.9,28.0,10.5,airtek,flash,,,,100,70,93,Para2000,6.3,1993
2319,,,,,,3.55,15.0,7.3,swing,flash,2.7,13.17,5.96,,,15,Para2000,,2009
2320,,,,,,3.55,18.0,8.0,swing,flash,2.7,15.81,6.53,,,18,Para2000,,2009
2321,,,,,,3.9,21.7,9.0,up,flash,,,,72,55,22,Para2000,5.2,1990
2322,,DHV_2,,,DHV_2,4.0,24.2,9.9,up,flash,,,,85,65,25,Para2000,6.0,1990
2323,,DHV_3,,,DHV_3,4.3,26.7,10.6,up,flash,,,,104,80,27,Para2000,6.7,1990
2324,,,,,,4.5,28.1,11.1,up,flash,,,,110,85,28,Para2000,7.0,1990
2325,,,,,,4.9,29.5,11.5,up,flash,,,,115,90,30,Para2000,7.4,1990
2326,,,,,,3.7,26.0,9.8,munich,flex,,,,80,60,26,Para2000,5.2,1994
2327,,,,,,3.8,29.0,10.5,munich,flex,,,,100,80,29,Para2000,5.7,1994
2328,,,,,,4.7,25.0,10.81,adventure,flexone,,,,90,70,M,Para2000,4.5,2015
2329,,,,,,4.7,28.0,11.51,adventure,flexone,,,,105,80,L,Para2000,5.0,2015
2330,,,,,,4.7,33.0,12.51,adventure,flexone,,,,125,95,XL,Para2000,5.5,2015
2331,,,,,,5.4,25.5,11.8,munich,flexpro,,,,75,60,25,Para2000,6.0,1995
2332,,,,,,5.6,28.5,12.7,munich,flexpro,,,,90,70,28,Para2000,6.7,1995
2333,,,,,,5.95,20.0,10.9,adventure,flexrace,,,,120,90,20,Para2000,,2013
2334,,,,,,5.95,22.0,11.44,adventure,flexrace,,,,140,100,22,Para2000,,2013
2335,,,,,,5.95,24.0,11.95,adventure,flexrace,,,,160,110,24,Para2000,,2013
2336,,,,,,5.18,21.41,10.53,sol,flexus,3.91,18.62,8.53,95,65,XS,Para2000,4.9,2015
2337,,,,,,5.18,22.86,10.88,sol,flexus,3.91,19.88,8.82,110,80,S,Para2000,5.3,2015
2338,,,,,,5.18,24.61,11.29,sol,flexus,3.91,21.4,9.15,125,95,M,Para2000,5.7,2015
2339,,,,,,5.18,26.41,11.7,sol,flexus,3.91,22.97,9.48,140,110,L,Para2000,6.1,2015
2340,,,,,,5.18,28.31,12.11,sol,flexus,3.91,24.62,9.81,155,125,XL,Para2000,6.5,2015
2341,,,,,,5.18,30.82,12.64,sol,flexus,3.91,26.81,10.24,170,140,XXL,Para2000,7.1,2015
2342,,,C,,C,5.65,21.4,11.0,adventure,flexway,,,,110,85,S,Para2000,4.7,2010
2343,,,C,,C,5.65,23.9,11.6,adventure,flexway,,,,130,105,M,Para2000,5.2,2010
2344,,,C,,C,5.65,26.1,12.14,adventure,flexway,,,,150,125,L,Para2000,5.7,2010
2345,,,C,,C,5.65,28.5,12.7,adventure,flexway,,,,170,145,XL,Para2000,6.1,2010
2346,,,,Load,Load,5.65,34.0,13.87,adventure,flexway,,,,,,34,Para2000,,2011
2347,AFNOR_Perf,,,,AFNOR_Perf,5.74,24.0,11.76,sky,flirt,,,,80,60,24,Para2000,5.5,2000
2348,AFNOR_Perf,,,,AFNOR_Perf,5.74,26.2,12.26,sky,flirt,,,,95,75,26,Para2000,5.9,2000
2349,AFNOR_Perf,,,,AFNOR_Perf,5.74,28.32,12.75,sky,flirt,,,,110,90,28,Para2000,6.3,2000
2350,,DHV_1,,,DHV_1,4.73,24.52,10.77,airwave,flite,3.43,20.84,8.46,75,50,S,Para2000,5.1,2004
2351,,DHV_1,,,DHV_1,4.87,26.94,11.45,airwave,flite,3.61,22.89,9.09,100,75,M,Para2000,5.5,2004
2352,,DHV_1,,,DHV_1,4.87,30.27,12.14,airwave,flite,3.61,25.72,9.64,130,100,L,Para2000,5.9,2004
2353,AFNOR_Standard,,,,AFNOR_Standard,4.7,24.1,10.6,zerogravity,flow,3.5,21.2,8.6,80,60,XS,Para2000,5.1,2003
2354,AFNOR_Standard,,,,AFNOR_Standard,4.7,26.2,11.1,zerogravity,flow,3.5,23.0,9.0,90,70,S,Para2000,5.4,2003
2355,,,,,,4.7,28.5,11.6,zerogravity,flow,3.5,25.0,9.4,105,85,M,Para2000,5.7,2003
2356,AFNOR_Standard,,,,AFNOR_Standard,4.7,31.4,12.1,zerogravity,flow,3.5,27.6,9.8,125,95,L,Para2000,6.1,2003
2357,,,,,,3.8,8.0,5.49,gin,fluid,,,,,,8,Para2000,2.2,2009
2358,,,,,,3.8,9.5,5.98,gin,fluid,,,,,,9.5,Para2000,2.3,2009
2359,,,,,,3.8,11.0,6.44,gin,fluid,,,,,,11,Para2000,2.4,2009
2360,,,,,,3.6,35.0,11.3,herbst,g-9,,,,200,90,,Para2000,,1993
2361,,,,,,5.19,24.62,11.3,flyingplanet,gaia,4.35,22.5,9.9,75,55,XS,Para2000,6.4,1998
2362,AFNOR_Perf,,,,AFNOR_Perf,5.19,26.85,11.8,flyingplanet,gaia,4.35,24.55,10.35,90,70,S,Para2000,6.6,1998
